indice,Data_Publicacao,data_gmt,Data_Pregao_Atribuido,Categoria,Portal,Fonte,Noticia,Resumo,URL,Idioma,texto
N0047611,2025-03-15 17:23:31,2025-03-15T20:23:31,2025-03-17,CAT3_Geopolitica,InfoMoney,WP_InfoMoney,"Zelensky nega que tropas da Ucrânia estejam cercadas em Kursk, na Rússia",Analistas militares dizem que os russos estão perto de expulsar as forças ucranianas de sua base na região oeste da Rússia,https://www.infomoney.com.br/mundo/zelensky-nega-que-tropas-da-ucrania-estejam-cercadas-em-kursk-na-russia/,pt,"zelensky nega que tropas da ucrânia estejam cercadas em kursk, na rússia || analistas militares dizem que os russos estão perto de expulsar as forças ucranianas de sua base na região oeste da rússia"
N0047629,2025-03-17 17:15:46,2025-03-17T20:15:46,2025-03-18,CAT2_Mercado_Petroleo,InfoMoney,WP_InfoMoney,Taxas dos DIs acompanham dólar e caem no Brasil em dia positivo para ativos de risco,"Índice de Atividade Econômica do Banco Central (IBC-Br) cresceu mais que o esperado em janeiro, mas o dado ficou em segundo plano em função do exterior favorável",https://www.infomoney.com.br/mercados/taxas-dos-dis-acompanham-dolar-e-caem-no-brasil-em-dia-positivo-para-ativos-de-risco/,pt,"taxas dos dis acompanham dólar e caem no brasil em dia positivo para ativos de risco || índice de atividade econômica do banco central (ibc-br) cresceu mais que o esperado em janeiro, mas o dado ficou em segundo plano em função do exterior favorável"
N0047892,2025-03-27 19:08:47,2025-03-27T22:08:47,2025-03-28,CAT6_Governanca,InfoMoney,WP_InfoMoney,EUA alertam Venezuela contra ataque à Guiana: “Temos uma grande Marinha”,"“Seria um dia muito ruim para o regime venezuelano se eles atacassem a Guiana ou a Exxon Mobil”, disse o secretário de Estado Marco Rubio",https://www.infomoney.com.br/mundo/eua-alertam-venezuela-contra-ataque-a-guiana-temos-uma-grande-marinha/,pt,"eua alertam venezuela contra ataque à guiana: “temos uma grande marinha” || “seria um dia muito ruim para o regime venezuelano se eles atacassem a guiana ou a exxon mobil”, disse o secretário de estado marco rubio"
N0047895,2025-03-27 19:22:21,2025-03-27T22:22:21,2025-03-28,CAT1_Empresa,MoneyTimes,WP_MoneyTimes,Petrobras (PETR4): A expectativa do Santander para o 1T25 e o pagamento de dividendos no ano,"A Petrobras (PETR4) deve apresentar resultados sequencialmente melhores no primeiro trimestre de 2025, tendo em vista um provável aumento na produção doméstica de petróleo no período, considerando a base trimestral, disse o Santander. O banco segue com recomendação outperform para o papel, a um preço-alvo de R$ 51 – hoje o papel é negociado na […]",https://www.moneytimes.com.br/petrobras-petr4-a-projecao-do-santander-para-o-1t25-e-pagamento-de-dividendos-no-ano-kda/,pt,"petrobras (petr4): a expectativa do santander para o 1t25 e o pagamento de dividendos no ano || a petrobras (petr4) deve apresentar resultados sequencialmente melhores no primeiro trimestre de 2025, tendo em vista um provável aumento na produção doméstica de petróleo no período, considerando a base trimestral, disse o santander. o banco segue com recomendação outperform para o papel, a um preço-alvo de r$ 51 – hoje o papel é negociado na […]"
N0047876,2025-03-27 17:25:37,2025-03-27T20:25:37,2025-03-28,CAT1_Empresa,MoneyTimes,WP_MoneyTimes,"Ibovespa avança com surpresa positiva do IPCA-15 e fecha no maior nível em seis meses; dólar sobe a R$ 5,75","O Ibovespa (IBOV) teve mais um dia de ganhos com a surpresa positiva com a prévia da inflação e avanço das commodities. As incertezas seguiram no radar e limitaram a alta, com os investidores atentos aos desdobramentos das tarifas de importação anunciadas pelos Estados Unidos. Nesta quinta-feira (27), o principal índice da bolsa brasileira fechou […]",https://www.moneytimes.com.br/ibovespa-27-3-25-lils/,pt,"ibovespa avança com surpresa positiva do ipca-15 e fecha no maior nível em seis meses; dólar sobe a r$ 5,75 || o ibovespa (ibov) teve mais um dia de ganhos com a surpresa positiva com a prévia da inflação e avanço das commodities. as incertezas seguiram no radar e limitaram a alta, com os investidores atentos aos desdobramentos das tarifas de importação anunciadas pelos estados unidos. nesta quinta-feira (27), o principal índice da bolsa brasileira fechou […]"
N0047926,2025-03-29 18:05:30,2025-03-29T21:05:30,2025-03-31,CAT7_Macro_Energia,MoneyTimes,WP_MoneyTimes,Quem é a mineradora que pode disparar 64% e chamou atenção do BTG,"A CBA (CBVA3), empresa controlada pela Votorantim, ganhou mais uma indicação de compra, a terceira em poucas semanas. Dessa vez, o voto de confiança vem do BTG, que elevou a recomendação neutra para compra, com preço-alvo de R$ 8, o que implica potencial de alta de 64% ante o último fechamento.  No relatório, os analistas […]",https://www.moneytimes.com.br/quem-e-a-mineradora-que-pode-disparar-64-e-chamou-atencao-do-btg-rnda/,pt,"quem é a mineradora que pode disparar 64% e chamou atenção do btg || a cba (cbva3), empresa controlada pela votorantim, ganhou mais uma indicação de compra, a terceira em poucas semanas. dessa vez, o voto de confiança vem do btg, que elevou a recomendação neutra para compra, com preço-alvo de r$ 8, o que implica potencial de alta de 64% ante o último fechamento.  no relatório, os analistas […]"
N0048044,2025-04-02 23:08:47,2025-04-03T02:08:47,2025-04-03,CAT2_Mercado_Petroleo,Exame,WP_Exame,"BNDES capta R$ 1,077 bi junto a bancos japoneses para investimentos no setor de energia",Recursos serão aplicados em projetos com impacto positivo na preservação do meio ambiente,https://exame.com/esferabrasil/bndes-capta-r-1077-bi-junto-a-bancos-japoneses-para-investimentos-no-setor-de-energia/,pt,"bndes capta r$ 1,077 bi junto a bancos japoneses para investimentos no setor de energia || recursos serão aplicados em projetos com impacto positivo na preservação do meio ambiente"
N0048210,2025-04-10 17:12:29,2025-04-10T20:12:29,2025-04-11,CAT2_Mercado_Petroleo,InfoMoney,WP_InfoMoney,Taxas futuras de juros sobem em dia negativo para ativos em meio à guerra de tarifas,Após os ativos brasileiros terem reagido positivamente na véspera à pausa por 90 dias da cobrança de algumas tarifas pelos EUA,https://www.infomoney.com.br/mercados/taxas-futuras-de-juros-sobem-em-dia-negativo-para-ativos-em-meio-a-guerra-de-tarifas/,pt,taxas futuras de juros sobem em dia negativo para ativos em meio à guerra de tarifas || após os ativos brasileiros terem reagido positivamente na véspera à pausa por 90 dias da cobrança de algumas tarifas pelos eua
N0048246,2025-04-11 18:00:02,2025-04-11T21:00:02,2025-04-14,CAT3_Geopolitica,MoneyTimes,WP_MoneyTimes,"Trump adotou um caminho arriscado, mas há chance de dar certo, diz CEO da Persevera Asset","O tarifaço dos Estados Unidos, anunciado pelo presidente Donald Trump há uma semana, elevou as incertezas e trouxe uma turbulência nos mercados. Mas, para a Perservera Asset, as medidas podem ter um efeito positivo para os EUA, a despeito do risco de recessão da maior economia do mundo.  “O Trump adotou um caminho super arriscado, que […]",https://www.moneytimes.com.br/trump-adotou-um-caminho-arriscado-mas-ha-chance-de-dar-certo-diz-o-ceo-da-perservera-asset-lils/,pt,"trump adotou um caminho arriscado, mas há chance de dar certo, diz ceo da persevera asset || o tarifaço dos estados unidos, anunciado pelo presidente donald trump há uma semana, elevou as incertezas e trouxe uma turbulência nos mercados. mas, para a perservera asset, as medidas podem ter um efeito positivo para os eua, a despeito do risco de recessão da maior economia do mundo.  “o trump adotou um caminho super arriscado, que […]"
N0048239,2025-04-11 17:11:40,2025-04-11T20:11:40,2025-04-14,CAT2_Mercado_Petroleo,MoneyTimes,WP_MoneyTimes,BB Investimentos eleva preço-alvo para JBS (JBSS3); ação dobrou de valor nos últimos 12 meses,"O BB Investimentos decidiu elevar o preço-alvo para as ações da JBS (JBSS3) em 8,5%, saindo dos R$ 47 para R$ 51. O banco optou pela mudança após incorporar as perspectivas sobre os últimos resultados operacionais e as projeções macroeconômicas na análise. Os analistas destacam o forte desempenho da companhia em 2024, mesmo com a JBS […]",https://www.moneytimes.com.br/bb-investimentos-eleva-preco-alvo-para-jbs-jbss3-acao-dobrou-de-valor-nos-ultimos-12-meses-grds/,pt,"bb investimentos eleva preço-alvo para jbs (jbss3); ação dobrou de valor nos últimos 12 meses || o bb investimentos decidiu elevar o preço-alvo para as ações da jbs (jbss3) em 8,5%, saindo dos r$ 47 para r$ 51. o banco optou pela mudança após incorporar as perspectivas sobre os últimos resultados operacionais e as projeções macroeconômicas na análise. os analistas destacam o forte desempenho da companhia em 2024, mesmo com a jbs […]"
N0048470,2025-04-23 17:10:47,2025-04-23T20:10:47,2025-04-24,CAT7_Macro_Energia,InfoMoney,WP_InfoMoney,Juros futuros caem após comentários “suaves” de diretor do Banco Central,O recuo dos rendimentos dos Treasuries no início da sessão também deu um viés negativo para as taxas futuras no Brasil,https://www.infomoney.com.br/mercados/juros-futuros-caem-apos-comentarios-suaves-de-diretor-do-banco-central-2/,pt,juros futuros caem após comentários “suaves” de diretor do banco central || o recuo dos rendimentos dos treasuries no início da sessão também deu um viés negativo para as taxas futuras no brasil
N0048850,2025-05-12 17:51:07,2025-05-12T20:51:07,2025-05-13,CAT1_Empresa,InfoMoney,WP_InfoMoney,Bolsas de NY fecham em alta com acordo entre EUA e China; Nasdaq firma ‘bull market’,"O acordo firmado entre Washington e Pequim é “uma notícia muito positiva para o setor de tecnologia”, afirma o analista da Wedbush, Dan Ives",https://www.infomoney.com.br/mercados/bolsas-de-ny-fecham-em-alta-com-acordo-entre-eua-e-china-nasdaq-firma-bull-market/,pt,"bolsas de ny fecham em alta com acordo entre eua e china; nasdaq firma ‘bull market’ || o acordo firmado entre washington e pequim é “uma notícia muito positiva para o setor de tecnologia”, afirma o analista da wedbush, dan ives"
N0048914,2025-05-14 17:34:29,2025-05-14T20:34:29,2025-05-15,CAT7_Macro_Energia,InfoMoney,WP_InfoMoney,"Dólar sobe a R$ 5,65, seguindo exterior e em sessão negativa para ativos brasileiros",Política tarifária norte-americana segue provocando incertezas,https://www.infomoney.com.br/mercados/dolar-hoje-abertura-fechamento-comercial-turismo-14052025/,pt,"dólar sobe a r$ 5,65, seguindo exterior e em sessão negativa para ativos brasileiros || política tarifária norte-americana segue provocando incertezas"
N0048998,2025-05-19 19:09:32,2025-05-19T22:09:32,2025-05-20,CAT2_Mercado_Petroleo,MoneyTimes,WP_MoneyTimes,Carlos Fávaro confirma negativa para 3 casos de gripe aviária em aves de subsistência e nega reforço orçamentário,"O ministro da Agricultura e Pecuária do Brasil (Mapa), Carlos Fávaro, confirmou o resultado negativo para a gripe aviária em 3 produções de subsistência.  A confirmação foi para Gracho Cardoso (SE), Nova Brasilândia (MT) e Triunfo (RS). Outras investigações para casos 2 casos em granjas comerciais (Ipumirim – SC e Aguiarnópolis – TO) e uma […]",https://www.moneytimes.com.br/carlos-favaro-confirma-negativa-para-3-casos-de-gripe-aviaria-em-aves-de-subsistencia-e-nega-reforco-orcamentario-pads/,pt,"carlos fávaro confirma negativa para 3 casos de gripe aviária em aves de subsistência e nega reforço orçamentário || o ministro da agricultura e pecuária do brasil (mapa), carlos fávaro, confirmou o resultado negativo para a gripe aviária em 3 produções de subsistência.  a confirmação foi para gracho cardoso (se), nova brasilândia (mt) e triunfo (rs). outras investigações para casos 2 casos em granjas comerciais (ipumirim – sc e aguiarnópolis – to) e uma […]"
N0048995,2025-05-19 18:21:34,2025-05-19T21:21:34,2025-05-20,CAT2_Mercado_Petroleo,MoneyTimes,WP_MoneyTimes,Moody’s eleva Eletrobras (ELET6); Fitch eleva perspectiva para estável,"A Moody’s elevou nesta segunda-feira o rating da Eletrobras (ELET3)  para “Ba1”, de “Ba2” anteriormente, mantendo a perspectiva da companhia em estável, enquanto a Fitch Ratings revisou a perspectiva de negativa para estável, reafirmando o rating em BB-. Conforme relatório da agência de classificação de risco Moody’s, a melhora do rating reflete evidências de progresso […]",https://www.moneytimes.com.br/moodys-eleva-eletrobras-para-ba1-fitch-eleva-perspectiva-para-estavel-rnda/,pt,"moody’s eleva eletrobras (elet6); fitch eleva perspectiva para estável || a moody’s elevou nesta segunda-feira o rating da eletrobras (elet3)  para “ba1”, de “ba2” anteriormente, mantendo a perspectiva da companhia em estável, enquanto a fitch ratings revisou a perspectiva de negativa para estável, reafirmando o rating em bb-. conforme relatório da agência de classificação de risco moody’s, a melhora do rating reflete evidências de progresso […]"
N0049095,2025-05-22 18:00:47,2025-05-22T21:00:47,2025-05-23,CAT2_Mercado_Petroleo,Petronoticias,WP_Petronoticias,A APROVAÇÃO DA CONFEDERAÇÃO NACIONAL DA INDÚSTRIA AO NOVO MARCO AMBIENTAL TRADUZ O APOIO DE MAIS 80 ENTIDADES,"A Confederação Nacional da Indústria, para desespero dos ambientalistas das  ONGs de Plantão,  avalia como positiva a aprovação, pelo plenário do Senado Federal, do Projeto de Lei que institui um novo marco legal para o licenciamento ambiental no Brasil. Após mais de 20 anos de debates intensos, a medida aprovada busca uniformizar procedimentos em todo […]",https://petronoticias.com.br/a-aprovacao-da-confederacao-nacional-da-industria-ao-novo-marco-ambiental-traduz-o-apoio-de-mais-80-entidades/,pt,"a aprovação da confederação nacional da indústria ao novo marco ambiental traduz o apoio de mais 80 entidades || a confederação nacional da indústria, para desespero dos ambientalistas das  ongs de plantão,  avalia como positiva a aprovação, pelo plenário do senado federal, do projeto de lei que institui um novo marco legal para o licenciamento ambiental no brasil. após mais de 20 anos de debates intensos, a medida aprovada busca uniformizar procedimentos em todo […]"
N0049089,2025-05-22 17:21:46,2025-05-22T20:21:46,2025-05-23,CAT1_Empresa,InfoMoney,WP_InfoMoney,"Jefferies inicia cobertura de Magalu com recomendação de compra; MGLU3 sobe 2,8%",Jefferies considera o Magazine Luiza uma das melhores apostas em um cenário de queda de juros,https://www.infomoney.com.br/mercados/jefferies-inicia-cobertura-de-magalu-com-recomendacao-de-compra-mglu3-salta-ate-95/,pt,"jefferies inicia cobertura de magalu com recomendação de compra; mglu3 sobe 2,8% || jefferies considera o magazine luiza uma das melhores apostas em um cenário de queda de juros"
N0049173,2025-05-27 17:02:29,2025-05-27T20:02:29,2025-05-28,CAT3_Geopolitica,MoneyTimes,WP_MoneyTimes,"Dólar cai a R$ 5,64 com surpresa positiva da prévia de inflação oficial de maio","O dólar perdeu força ante a moeda brasileira com leilão do Banco Central, desaceleração da prévia de inflação brasileira e trégua tarifária dos Estados Unidos. Nesta terça-feira (27), o dólar à vista (USDBRL) encerrou as negociações a R$ 5,6457, com queda de 0,53% ante o real. O movimento destoou da tendência vista no exterior. Por volta de […]",https://www.moneytimes.com.br/dolar-27-5-25-lils/,pt,"dólar cai a r$ 5,64 com surpresa positiva da prévia de inflação oficial de maio || o dólar perdeu força ante a moeda brasileira com leilão do banco central, desaceleração da prévia de inflação brasileira e trégua tarifária dos estados unidos. nesta terça-feira (27), o dólar à vista (usdbrl) encerrou as negociações a r$ 5,6457, com queda de 0,53% ante o real. o movimento destoou da tendência vista no exterior. por volta de […]"
N0049329,2025-06-03 17:29:25,2025-06-03T20:29:25,2025-06-04,CAT1_Empresa,MoneyTimes,WP_MoneyTimes,"Ibovespa sobe com Magazine Luiza (MGLU3) e expectativas sobre IOF; dólar cai a R$ 5,63","O Ibovespa (IBOV) interrompeu a sequência de perdas após quatro sessões e deixou o tom negativo para trás com expectativa de revogação das medidas que elevaram o Imposto sobre Operações Financeiras (IOF) e bolsas de Wall Street no azul. Nesta terça-feira (3), o principal índice da bolsa brasileira fechou aos 137.546,26 pontos, com alta de […]",https://www.moneytimes.com.br/ibovespa-3-6-25-lils/,pt,"ibovespa sobe com magazine luiza (mglu3) e expectativas sobre iof; dólar cai a r$ 5,63 || o ibovespa (ibov) interrompeu a sequência de perdas após quatro sessões e deixou o tom negativo para trás com expectativa de revogação das medidas que elevaram o imposto sobre operações financeiras (iof) e bolsas de wall street no azul. nesta terça-feira (3), o principal índice da bolsa brasileira fechou aos 137.546,26 pontos, com alta de […]"
N0049332,2025-06-03 17:37:24,2025-06-03T20:37:24,2025-06-04,CAT7_Macro_Energia,Exame,WP_Exame,UBS vê dólar 'caro e vulnerável' e reforça visão positiva para o real,"Para o banco, repiques de alta da moeda americana são oportunidade de venda em meio a um cenário de fundamentos fracos e incertezas crescentes; euro e moedas de emergentes são as maiores apostas",https://exame.com/invest/mercados/ubs-ve-dolar-caro-e-vulneravel-e-reforca-visao-positiva-para-o-real/,pt,"ubs vê dólar 'caro e vulnerável' e reforça visão positiva para o real || para o banco, repiques de alta da moeda americana são oportunidade de venda em meio a um cenário de fundamentos fracos e incertezas crescentes; euro e moedas de emergentes são as maiores apostas"
N0049327,2025-06-03 17:22:48,2025-06-03T20:22:48,2025-06-04,CAT3_Geopolitica,MoneyTimes,WP_MoneyTimes,BTG mantém cautela com Braskem (BRKM5) e reduz preço-alvo para R$ 13,"O BTG Pactual manteve sua recomendação neutra para a Braskem (BRKM5), mas reduziu o preço-alvo da ação de R$ 14 para R$ 13, ainda representando um potencial de valorização da ordem de 23% em relação ao fechamento da última segunda-feira (2). Nesta terça-feira (3),, as ações da Braskem caíram 1,23%, cotadas a R$ 10,40. No […]",https://www.moneytimes.com.br/btg-mantem-cautela-com-braskem-brkm5-e-reduz-preco-alvo-para-r-13-gmda/,pt,"btg mantém cautela com braskem (brkm5) e reduz preço-alvo para r$ 13 || o btg pactual manteve sua recomendação neutra para a braskem (brkm5), mas reduziu o preço-alvo da ação de r$ 14 para r$ 13, ainda representando um potencial de valorização da ordem de 23% em relação ao fechamento da última segunda-feira (2). nesta terça-feira (3),, as ações da braskem caíram 1,23%, cotadas a r$ 10,40. no […]"
N0049383,2025-06-05 17:14:48,2025-06-05T20:14:48,2025-06-06,CAT2_Mercado_Petroleo,Exame,WP_Exame,Trump diz que derrota na 2ª Guerra foi ruim para Alemanha; Merz nega: 'foi a libertação do nazismo',"Apesar da gafe, encontro foi marcado pelo tom amigável, em contraste com os últimos embates no Salão Oval; líder alemão pressionou republicano por mais sanções contra a Rússia",https://exame.com/mundo/trump-diz-que-derrota-na-2a-guerra-foi-ruim-para-alemanha-merz-nega-foi-a-libertacao-do-nazismo/,pt,"trump diz que derrota na 2ª guerra foi ruim para alemanha; merz nega: 'foi a libertação do nazismo' || apesar da gafe, encontro foi marcado pelo tom amigável, em contraste com os últimos embates no salão oval; líder alemão pressionou republicano por mais sanções contra a rússia"
