indice,Data_Publicacao,data_gmt,Data_Pregao_Atribuido,Categoria,Portal,Fonte,Noticia,Resumo,URL,Idioma,texto
N0012036,2020-04-28 17:22:56,2020-04-28T20:22:56,2020-04-29,CAT7_Macro_Energia,MoneyTimes,WP_MoneyTimes,"Dólar fecha a R$ 5,51 e tem maior queda em quase 2 anos com realização de lucros","O dólar sofreu nesta terça-feira a mais forte queda em quase dois anos, com o real na dianteira dos ganhos nos mercados globais de câmbio, diante de um dia mais positivo para moedas de risco e com operadores realizando lucros após os recentes recordes do dólar. O dólar à vista fechou em queda de 2,59%, […]",https://www.moneytimes.com.br/dolar-fecha-a-r-551-e-tem-maior-queda-em-quase-2-anos-com-realizacao-de-lucros/,pt,"dólar fecha a r$ 5,51 e tem maior queda em quase 2 anos com realização de lucros || o dólar sofreu nesta terça-feira a mais forte queda em quase dois anos, com o real na dianteira dos ganhos nos mercados globais de câmbio, diante de um dia mais positivo para moedas de risco e com operadores realizando lucros após os recentes recordes do dólar. o dólar à vista fechou em queda de 2,59%, […]"
N0012164,2020-05-06 17:47:48,2020-05-06T20:47:48,2020-05-07,CAT6_Governanca,MoneyTimes,WP_MoneyTimes,Porta-voz da Presidência tem diagnóstico positivo para covid-19,"O porta-voz da Presidência da República, Otávio Rêgo Barros, teve diagnóstico positivo para covid-19, doença causada pelo novo coronavírus. A informação foi confirmada pela sua assessoria. O teste foi realizado na última segunda-feira (4) e o resultado saiu ontem (5). Barros está afastado de suas atividades no Palácio do Planalto e permanecerá isolado em casa […]",https://www.moneytimes.com.br/porta-voz-da-presidencia-tem-diagnostico-positivo-para-covid-19/,pt,"porta-voz da presidência tem diagnóstico positivo para covid-19 || o porta-voz da presidência da república, otávio rêgo barros, teve diagnóstico positivo para covid-19, doença causada pelo novo coronavírus. a informação foi confirmada pela sua assessoria. o teste foi realizado na última segunda-feira (4) e o resultado saiu ontem (5). barros está afastado de suas atividades no palácio do planalto e permanecerá isolado em casa […]"
N0012366,2020-05-18 17:18:01,2020-05-18T20:18:01,2020-05-19,CAT2_Mercado_Petroleo,MoneyTimes,WP_MoneyTimes,"Dólar cai 2% e fecha a R$ 5,72 com resultado positivo para vacina do coronavírus","O dólar caiu 2,00% ante o real nesta segunda-feira, maior queda desde o fim de abril, em dia de maior apetite por risco nos mercados globais por esperanças sobre uma vacina contra o Covid-19 e após notícias de maior consenso entre autoridades das duas maiores economias da União Europeia (UE) para combater a crise do […]",https://www.moneytimes.com.br/dolar-cai-2-e-fecha-a-r-572-com-exterior-positivo/,pt,"dólar cai 2% e fecha a r$ 5,72 com resultado positivo para vacina do coronavírus || o dólar caiu 2,00% ante o real nesta segunda-feira, maior queda desde o fim de abril, em dia de maior apetite por risco nos mercados globais por esperanças sobre uma vacina contra o covid-19 e após notícias de maior consenso entre autoridades das duas maiores economias da união europeia (ue) para combater a crise do […]"
N0012371,2020-05-18 17:41:17,2020-05-18T20:41:17,2020-05-19,CAT2_Mercado_Petroleo,MoneyTimes,WP_MoneyTimes,Preços do petróleo saltam com alívio de lockdown e resultado positivo para vacina,"Os preços do petróleo saltaram para o maior nível em dois meses nesta segunda-feira, diante de resultados positivos em testes iniciais para uma vacina contra o coronavírus, do otimismo quanto à retomada da atividade econômica e de sinais de que produtores estão cumprindo os cortes de produção prometidos. Os contratos futuros do petróleo Brent para […]",https://www.moneytimes.com.br/precos-do-petroleo-saltam-com-alivio-de-lockdown-e-resultado-positivo-para-vacina/,pt,"preços do petróleo saltam com alívio de lockdown e resultado positivo para vacina || os preços do petróleo saltaram para o maior nível em dois meses nesta segunda-feira, diante de resultados positivos em testes iniciais para uma vacina contra o coronavírus, do otimismo quanto à retomada da atividade econômica e de sinais de que produtores estão cumprindo os cortes de produção prometidos. os contratos futuros do petróleo brent para […]"
N0012596,2020-06-01 17:20:34,2020-06-01T20:20:34,2020-06-02,CAT1_Empresa,MoneyTimes,WP_MoneyTimes,Ibovespa flerta com 89 mil pontos com expectativas de retomada de economias,"O Ibovespa (IBOV) fechou em alta nesta segunda-feira, com papéis de bancos entre as maiores contribuições para a alta, diante de perspectivas positivas para a reabertura de economias, após as restrições adotadas em razão da pandemia de Covid-19. Índice de referência do mercado acionário brasileiro, o Ibovespa subiu 1,39%, a 88.620,10 pontos, tendo superado os […]",https://www.moneytimes.com.br/ibovespa-fecha-em-alta-com-expectativas-sobre-retomada-de-economias/,pt,"ibovespa flerta com 89 mil pontos com expectativas de retomada de economias || o ibovespa (ibov) fechou em alta nesta segunda-feira, com papéis de bancos entre as maiores contribuições para a alta, diante de perspectivas positivas para a reabertura de economias, após as restrições adotadas em razão da pandemia de covid-19. índice de referência do mercado acionário brasileiro, o ibovespa subiu 1,39%, a 88.620,10 pontos, tendo superado os […]"
N0012665,2020-06-04 19:56:43,2020-06-04T22:56:43,2020-06-05,CAT1_Empresa,MoneyTimes,WP_MoneyTimes,Guide: reajuste do preço do GLP é positivo para a Petrobras,"A Guide Investimentos avaliou, nesta quinta-feira (4), que o reajuste de 5% no preço médio do gás liquefeito de petróleo (GLP) é positivo para a Petrobras (PETR4). O reajuste, que teve início hoje, fará com que o valor seja equivalente a R$ 24,08 por botijão de 13 quilos (kg). No acumulado do ano, a redução […]",https://www.moneytimes.com.br/guide-reajuste-do-preco-do-glp-e-positivo-para-a-petrobras/,pt,"guide: reajuste do preço do glp é positivo para a petrobras || a guide investimentos avaliou, nesta quinta-feira (4), que o reajuste de 5% no preço médio do gás liquefeito de petróleo (glp) é positivo para a petrobras (petr4). o reajuste, que teve início hoje, fará com que o valor seja equivalente a r$ 24,08 por botijão de 13 quilos (kg). no acumulado do ano, a redução […]"
N0013016,2020-07-01 17:10:38,2020-07-01T20:10:38,2020-07-02,CAT3_Geopolitica,MoneyTimes,WP_MoneyTimes,"Dólar cai 2,2% e fecha a R$ 5,31 com esperanças sobre recuperação econômica","O dólar começou o segundo semestre em firme queda ante o real, de mais de 2%, num dia de fraqueza da moeda norte-americana no exterior em meio a uma sessão positiva para ativos de risco diante de sinais de retomada da atividade econômica e de esperanças sobre vacinas contra o coronavírus. O dólar interbancário caiu […]",https://www.moneytimes.com.br/dolar-cai-22-e-fecha-r-531-com-esperancas-sobre-recuperacao-economica/,pt,"dólar cai 2,2% e fecha a r$ 5,31 com esperanças sobre recuperação econômica || o dólar começou o segundo semestre em firme queda ante o real, de mais de 2%, num dia de fraqueza da moeda norte-americana no exterior em meio a uma sessão positiva para ativos de risco diante de sinais de retomada da atividade econômica e de esperanças sobre vacinas contra o coronavírus. o dólar interbancário caiu […]"
N0013109,2020-07-08 17:12:54,2020-07-08T20:12:54,2020-07-09,CAT7_Macro_Energia,MoneyTimes,WP_MoneyTimes,"Dólar cai e fecha a R$ 5,34 com exterior positivo e dados locais melhores","O dólar fechou em queda ante o real nesta quarta-feira, com a moeda estabilizando o movimento de baixa na parte da tarde em meio a um dia positivo para ativos de risco no exterior e a dados acima do esperado no Brasil, depois de uma manhã de intenso vaivém nos preços. O dólar à vista […]",https://www.moneytimes.com.br/dolar-cai-e-fecha-a-r-534-com-exterior-positivo-e-dados-locais-melhores/,pt,"dólar cai e fecha a r$ 5,34 com exterior positivo e dados locais melhores || o dólar fechou em queda ante o real nesta quarta-feira, com a moeda estabilizando o movimento de baixa na parte da tarde em meio a um dia positivo para ativos de risco no exterior e a dados acima do esperado no brasil, depois de uma manhã de intenso vaivém nos preços. o dólar à vista […]"
N0013132,2020-07-09 17:09:05,2020-07-09T20:09:05,2020-07-10,CAT1_Empresa,MoneyTimes,WP_MoneyTimes,"Ibovespa não segura 100 mil pontos e fecha em queda de 0,6%","O Ibovespa (IBOV) fechou em queda nesta quinta-feira, sem conseguir sustentar o patamar dos 100 mil pontos reconquistado momentaneamente no começo do pregão, dada a ausência de catalisadores e o viés externo negativo para ativos de risco. Índice de referência do mercado acionário brasileiro, o Ibovespa caiu 0,61%, a 99.160,33 pontos. Na máxima, chegou a […]",https://www.moneytimes.com.br/ibovespa-nao-segura-100-mil-pontos-e-fecha-em-queda-com-exterior-desfavoravel/,pt,"ibovespa não segura 100 mil pontos e fecha em queda de 0,6% || o ibovespa (ibov) fechou em queda nesta quinta-feira, sem conseguir sustentar o patamar dos 100 mil pontos reconquistado momentaneamente no começo do pregão, dada a ausência de catalisadores e o viés externo negativo para ativos de risco. índice de referência do mercado acionário brasileiro, o ibovespa caiu 0,61%, a 99.160,33 pontos. na máxima, chegou a […]"
N0013302,2020-07-20 17:41:38,2020-07-20T20:41:38,2020-07-21,CAT7_Macro_Energia,MoneyTimes,WP_MoneyTimes,"Via Varejo fecha em alta de 7,3% e renova máxima histórica com expectativa do 2º tri","As ações da Via Varejo (VVAR3) figuravam entre as maiores altas do Ibovespa (IBOV) nesta tarde, tendo renovado cotação máxima histórica no melhor momento, a 21,28 reais, em sessão bastante positiva para papéis ligados ao comércio eletrônico na B3 (B3SA3). As ações da Via Varejo fecharam em alta de 7,35%, a R$ 21,17, enquanto Magazine […]",https://www.moneytimes.com.br/via-varejo-renova-maxima-historica-com-expectativas-sobre-desempenho-no-2o-trimestre/,pt,"via varejo fecha em alta de 7,3% e renova máxima histórica com expectativa do 2º tri || as ações da via varejo (vvar3) figuravam entre as maiores altas do ibovespa (ibov) nesta tarde, tendo renovado cotação máxima histórica no melhor momento, a 21,28 reais, em sessão bastante positiva para papéis ligados ao comércio eletrônico na b3 (b3sa3). as ações da via varejo fecharam em alta de 7,35%, a r$ 21,17, enquanto magazine […]"
N0013561,2020-08-04 18:24:03,2020-08-04T21:24:03,2020-08-05,CAT6_Governanca,Exame,WP_Exame,Ministro da Secretaria-Geral é o oitavo a testar positivo para covid-19,"Jorge Oliveira disse que apresentou sintomas leves e que fará isolamento social. Na segunda-feira, o ministro Braga Netto também disse que está com a doença",https://exame.com/brasil/ministro-da-secretaria-geral-e-o-oitavo-a-testar-positivo-para-a-covid-19/,pt,"ministro da secretaria-geral é o oitavo a testar positivo para covid-19 || jorge oliveira disse que apresentou sintomas leves e que fará isolamento social. na segunda-feira, o ministro braga netto também disse que está com a doença"
N0013562,2020-08-04 18:28:18,2020-08-04T21:28:18,2020-08-05,CAT6_Governanca,MoneyTimes,WP_MoneyTimes,Presidência da República registra 178 casos de covid entre servidores,"A Secretaria-Geral da Presidência da República atualizou para 178 o número de servidores da Presidência que tiveram resultado positivo para a covid-19. Desse total, 31 estão em tratamento e 147 foram curados. Não houve registro de óbito até o momento.  O balanço foi divulgado nesta terça-feira (4) e se refere a dados atualizados até o […]",https://www.moneytimes.com.br/presidencia-da-republica-registra-178-casos-de-covid-entre-servidores/,pt,"presidência da república registra 178 casos de covid entre servidores || a secretaria-geral da presidência da república atualizou para 178 o número de servidores da presidência que tiveram resultado positivo para a covid-19. desse total, 31 estão em tratamento e 147 foram curados. não houve registro de óbito até o momento.  o balanço foi divulgado nesta terça-feira (4) e se refere a dados atualizados até o […]"
N0013602,2020-08-06 17:08:26,2020-08-06T20:08:26,2020-08-07,CAT3_Geopolitica,MoneyTimes,WP_MoneyTimes,"Dólar termina pregão em alta e fecha a R$ 5,34 com corte de juros e incerteza fiscal","O dólar fechou em firme alta nesta quinta-feira, com o real amargando o segundo pior desempenho entre as principais moedas um dia após o Banco Central não descartar espaço para novo corte de juros, mas alertar sobre riscos de ordem fiscal. O câmbio doméstico foi influenciado ainda por um dia negativo para moedas emergentes em […]",https://www.moneytimes.com.br/dolar-termina-pregao-em-alta-e-fecha-a-r-534-com-corte-de-juros-e-incerteza-fiscal/,pt,"dólar termina pregão em alta e fecha a r$ 5,34 com corte de juros e incerteza fiscal || o dólar fechou em firme alta nesta quinta-feira, com o real amargando o segundo pior desempenho entre as principais moedas um dia após o banco central não descartar espaço para novo corte de juros, mas alertar sobre riscos de ordem fiscal. o câmbio doméstico foi influenciado ainda por um dia negativo para moedas emergentes em […]"
N0013803,2020-08-18 18:58:20,2020-08-18T21:58:20,2020-08-19,CAT7_Macro_Energia,MoneyTimes,WP_MoneyTimes,Rali da Suzano ainda tem fôlego para mais 19% de alta para ação,"A Mirae vê os papéis da Suzano (SUZB3) com fôlego para crescer 19% até o final de 2020, mostra relatório enviado a clientes nesta terça-feira (18). A corretora manteve a recomendação de compra, com preço-alvo de R$ 60, após a empresa reportar um prejuízo de R$ 2 bilhões no segundo trimestre. “A Suzano divulgou sólido […]",https://www.moneytimes.com.br/rali-da-suzano-ainda-tem-folego-para-mais-19-de-alta-para-acao/,pt,"rali da suzano ainda tem fôlego para mais 19% de alta para ação || a mirae vê os papéis da suzano (suzb3) com fôlego para crescer 19% até o final de 2020, mostra relatório enviado a clientes nesta terça-feira (18). a corretora manteve a recomendação de compra, com preço-alvo de r$ 60, após a empresa reportar um prejuízo de r$ 2 bilhões no segundo trimestre. “a suzano divulgou sólido […]"
N0014022,2020-08-31 18:51:15,2020-08-31T21:51:15,2020-09-01,CAT2_Mercado_Petroleo,MoneyTimes,WP_MoneyTimes,"Ação da Energias do Brasil tem potencial para subir 19,8%, diz BTG Pactual","A Energias do Brasil (ENBR3), controlada pelo grupo português EDP, entregou um resultado em linha com o esperado pela equipe de análise do BTG Pactual, mostra relatório enviado a clientes nesta segunda-feira (31). O banco reafirmou a recomendação de compra, com preço-alvo de R$ 21 até o final do ano, elevação de 19,8% em relação […]",https://www.moneytimes.com.br/acao-da-energias-do-brasil-tem-potencial-para-subir-198-diz-btg-pactual/,pt,"ação da energias do brasil tem potencial para subir 19,8%, diz btg pactual || a energias do brasil (enbr3), controlada pelo grupo português edp, entregou um resultado em linha com o esperado pela equipe de análise do btg pactual, mostra relatório enviado a clientes nesta segunda-feira (31). o banco reafirmou a recomendação de compra, com preço-alvo de r$ 21 até o final do ano, elevação de 19,8% em relação […]"
N0014261,2020-09-16 17:19:10,2020-09-16T20:19:10,2020-09-17,CAT1_Empresa,InfoMoney,WP_InfoMoney,Ibovespa perde novamente os 100 mil pontos com Vale e após mais um dia negativo para “big techs”; dólar cai com Fed,Mercado termina sessão em baixa em meio a nova onda de vendas sobre empresas de alta tecnologia dos EUA,https://www.infomoney.com.br/mercados/ibovespa-perde-novamente-os-100-mil-pontos-com-vale-e-apos-mais-um-dia-negativo-para-big-techs-dolar-cai-com-fed/,pt,ibovespa perde novamente os 100 mil pontos com vale e após mais um dia negativo para “big techs”; dólar cai com fed || mercado termina sessão em baixa em meio a nova onda de vendas sobre empresas de alta tecnologia dos eua
N0014260,2020-09-16 17:11:14,2020-09-16T20:11:14,2020-09-17,CAT7_Macro_Energia,MoneyTimes,WP_MoneyTimes,Dólar fecha na mínima desde julho em dia de Fed e à espera de Copom,"O dólar fechou em queda ante o real nesta quarta-feira e renovou mínima desde o fim de julho, com as operações domésticas replicando dia positivo para moedas emergentes em geral, enquanto investidores analisaram decisão de política monetária nos Estados Unidos e ainda aguardam parecer sobre os juros no Brasil mais tarde. O dólar à vista […]",https://www.moneytimes.com.br/dolar-fecha-na-minima-desde-julho-em-dia-de-fed-e-a-espera-de-copom/,pt,"dólar fecha na mínima desde julho em dia de fed e à espera de copom || o dólar fechou em queda ante o real nesta quarta-feira e renovou mínima desde o fim de julho, com as operações domésticas replicando dia positivo para moedas emergentes em geral, enquanto investidores analisaram decisão de política monetária nos estados unidos e ainda aguardam parecer sobre os juros no brasil mais tarde. o dólar à vista […]"
N0014336,2020-09-21 18:24:13,2020-09-21T21:24:13,2020-09-22,CAT7_Macro_Energia,MoneyTimes,WP_MoneyTimes,"Siderurgia: expectativas dos resultados do 3º trimestre são muito positivas para CSN e Usiminas, diz Planner","A Planner está confiante com o setor de siderurgia, mostra relatório enviado a clientes. Para o analista Luiz Francisco Caetano, que assina o documento, os volumes vendidos de aço estão retornando aos níveis pré-pandemia, com os preços da commodity registrando altas desde junho. Dessa forma, a corretora elevou o preço-alvo da CSN (CSNA3) para R$ […]",https://www.moneytimes.com.br/siderurgia-expectativas-dos-resultados-do-3o-trimestre-sao-muito-positivas-para-csn-e-usiminas-diz-planner/,pt,"siderurgia: expectativas dos resultados do 3º trimestre são muito positivas para csn e usiminas, diz planner || a planner está confiante com o setor de siderurgia, mostra relatório enviado a clientes. para o analista luiz francisco caetano, que assina o documento, os volumes vendidos de aço estão retornando aos níveis pré-pandemia, com os preços da commodity registrando altas desde junho. dessa forma, a corretora elevou o preço-alvo da csn (csna3) para r$ […]"
N0014347,2020-09-22 17:08:19,2020-09-22T20:08:19,2020-09-23,CAT1_Empresa,MoneyTimes,WP_MoneyTimes,Ibovespa fecha em alta com exterior após sessão instável,"O Ibovespa subiu nesta terça-feira, encontrando respaldo em Wall Street, mas com volume abaixo da média diária no ano, em dia sem novidades relevantes positivas para fundamentar ganhos maiores. Índice de referência do mercado acionário brasileiro, o Ibovespa teve acréscimo de 0,31%, a 97.293,54 pontos, tendo alcançado 97.684,16 pontos na máxima da sessão e 96.390,28 […]",https://www.moneytimes.com.br/ibovespa-fecha-em-alta-com-exterior-apos-sessao-instavel/,pt,"ibovespa fecha em alta com exterior após sessão instável || o ibovespa subiu nesta terça-feira, encontrando respaldo em wall street, mas com volume abaixo da média diária no ano, em dia sem novidades relevantes positivas para fundamentar ganhos maiores. índice de referência do mercado acionário brasileiro, o ibovespa teve acréscimo de 0,31%, a 97.293,54 pontos, tendo alcançado 97.684,16 pontos na máxima da sessão e 96.390,28 […]"
N0014463,2020-09-29 19:20:27,2020-09-29T22:20:27,2020-09-30,CAT7_Macro_Energia,MoneyTimes,WP_MoneyTimes,"O melhor ainda está por vir para a Tupy, diz BTG","A Tupy (TUPY3) tem muito a se beneficiar da retomada da economia brasileira e do câmbio favorável, afirmou o BTG Pactual (BPAC11). Os analistas do banco reforçaram a recomendação de compra da ação, com preço-alvo para os próximos 12 meses de R$ 21, após conversarem com a administração da companhia na última sexta-feira (25). Na […]",https://www.moneytimes.com.br/o-melhor-ainda-esta-por-vir-para-a-tupy-diz-btg/,pt,"o melhor ainda está por vir para a tupy, diz btg || a tupy (tupy3) tem muito a se beneficiar da retomada da economia brasileira e do câmbio favorável, afirmou o btg pactual (bpac11). os analistas do banco reforçaram a recomendação de compra da ação, com preço-alvo para os próximos 12 meses de r$ 21, após conversarem com a administração da companhia na última sexta-feira (25). na […]"
N0014457,2020-09-29 17:57:05,2020-09-29T20:57:05,2020-09-30,CAT2_Mercado_Petroleo,MoneyTimes,WP_MoneyTimes,"Resultados da Randon podem melhorar mais, afirma Planner; ação ganha novo preço-alvo","A Planner manteve a recomendação de compra e elevou o preço-alvo da ação da Randon (RAPT4) de R$ 11,80 para R$ 15,20. Os analistas estão confiantes de que a companhia, que já deu mostras de recuperação da crise causada pela pandemia de covid-19, reportará resultados ainda melhores por conta da demanda (principalmente no segmento de […]",https://www.moneytimes.com.br/resultados-da-randon-podem-melhorar-mais-afirma-planner-acao-ganha-novo-preco-alvo/,pt,"resultados da randon podem melhorar mais, afirma planner; ação ganha novo preço-alvo || a planner manteve a recomendação de compra e elevou o preço-alvo da ação da randon (rapt4) de r$ 11,80 para r$ 15,20. os analistas estão confiantes de que a companhia, que já deu mostras de recuperação da crise causada pela pandemia de covid-19, reportará resultados ainda melhores por conta da demanda (principalmente no segmento de […]"
N0014544,2020-10-02 19:57:03,2020-10-02T22:57:03,2020-10-05,CAT2_Mercado_Petroleo,MoneyTimes,WP_MoneyTimes,Preços do petróleo caem 4% após Trump contrair Covid e economia dar sinais de oscilação,"Os preços do petróleo recuaram mais de 4% nesta sexta-feira e engataram a segunda semana consecutiva de perdas, depois de o presidente norte-americano Donald Trump testar positivo para Covid-19, pressionando os ativos de risco, em momento em que o aumento da produção global da commodity já ameaça sobrecarregar a lenta recuperação do mercado. Tanto o […]",https://www.moneytimes.com.br/precos-do-petroleo-caem-4-apos-trump-contrair-covid-e-economia-dar-sinais-de-oscilacao/,pt,"preços do petróleo caem 4% após trump contrair covid e economia dar sinais de oscilação || os preços do petróleo recuaram mais de 4% nesta sexta-feira e engataram a segunda semana consecutiva de perdas, depois de o presidente norte-americano donald trump testar positivo para covid-19, pressionando os ativos de risco, em momento em que o aumento da produção global da commodity já ameaça sobrecarregar a lenta recuperação do mercado. tanto o […]"
N0014549,2020-10-02 21:15:28,2020-10-03T00:15:28,2020-10-05,CAT2_Mercado_Petroleo,Exame,WP_Exame,Saída pelo esgoto!,Analista político destaca os ganhos com o novo marco do saneamento e outras mudanças regulatórias que podem desenvolver o país,https://exame.com/bussola/saida-pelo-esgoto/,pt,saída pelo esgoto! || analista político destaca os ganhos com o novo marco do saneamento e outras mudanças regulatórias que podem desenvolver o país
N0014559,2020-10-05 17:13:26,2020-10-05T20:13:26,2020-10-06,CAT3_Geopolitica,MoneyTimes,WP_MoneyTimes,"Real lidera alta global na sessão, mas cenário segue incerto","O dólar sofreu a maior queda diária em cinco semanas nesta segunda-feira, com o real liderando os ganhos entre as principais divisas globais, conforme operadores ajustaram posições no câmbio depois da pressão recente, num dia positivo para outros mercados brasileiros. O otimismo externo respaldou o alívio na cotação, com investidores repercutindo maior expectativa de acordo […]",https://www.moneytimes.com.br/dolar-tem-maior-queda-em-5-semanas-com-exterior-positivo/,pt,"real lidera alta global na sessão, mas cenário segue incerto || o dólar sofreu a maior queda diária em cinco semanas nesta segunda-feira, com o real liderando os ganhos entre as principais divisas globais, conforme operadores ajustaram posições no câmbio depois da pressão recente, num dia positivo para outros mercados brasileiros. o otimismo externo respaldou o alívio na cotação, com investidores repercutindo maior expectativa de acordo […]"
N0014634,2020-10-09 17:21:29,2020-10-09T20:21:29,2020-10-13,CAT7_Macro_Energia,MoneyTimes,WP_MoneyTimes,"Dólar fecha em queda de 1,12% e vai a R$ 5,52 com pacote de estímulos dos EUA","O dólar (USDBRL) caiu nesta sexta-feira e acumulou a primeira queda semanal depois de um mês, com as operações domésticas espelhando a fraqueza da moeda norte-americana no exterior, em dia positivo para ativos de risco no mundo por renovadas esperanças de estímulo fiscal nos Estados Unidos. O dólar à vista recuou 1,12%, a 5,5268 reais […]",https://www.moneytimes.com.br/dolar-fecha-em-queda-de-112-e-vai-a-r-552-com-pacote-de-estimulos-dos-eua/,pt,"dólar fecha em queda de 1,12% e vai a r$ 5,52 com pacote de estímulos dos eua || o dólar (usdbrl) caiu nesta sexta-feira e acumulou a primeira queda semanal depois de um mês, com as operações domésticas espelhando a fraqueza da moeda norte-americana no exterior, em dia positivo para ativos de risco no mundo por renovadas esperanças de estímulo fiscal nos estados unidos. o dólar à vista recuou 1,12%, a 5,5268 reais […]"
N0014682,2020-10-15 17:00:28,2020-10-15T20:00:28,2020-10-16,CAT4_Infraestrutura,Petronoticias,WP_Petronoticias,SHELL E BP RETIRAM FUNCIONÁRIOS COM SINTOMAS DE COVID DE DUAS PLATAFORMAS NO MAR DO NORTE,Lá como cá. Trabalhadores de duas plataformas de petróleo e gás do Mar do Norte foram removidos  depois que colegas testaram positivo para Covid-19. Quinze pessoas foram retiradas da plataforma Nelson da Shell após serem identificadas como contatos próximos de um caso positivo. A BP disse que uma pessoa em sua plataforma Andrew também teve […],https://petronoticias.com.br/shell-e-bp-retiram-funcionarios-com-sintomas-de-covid-de-duas-plataformas-no-mar-do-norte/,pt,shell e bp retiram funcionários com sintomas de covid de duas plataformas no mar do norte || lá como cá. trabalhadores de duas plataformas de petróleo e gás do mar do norte foram removidos  depois que colegas testaram positivo para covid-19. quinze pessoas foram retiradas da plataforma nelson da shell após serem identificadas como contatos próximos de um caso positivo. a bp disse que uma pessoa em sua plataforma andrew também teve […]
N0014723,2020-10-19 17:00:17,2020-10-19T20:00:17,2020-10-20,CAT2_Mercado_Petroleo,InfoMoney,WP_InfoMoney,"Com a privatização ainda incerta, o que os analistas do BofA e Credit esperam para as ações da Eletrobras?",Analistas dos dois bancos apontam visão positiva para a ação mesmo sem privatização como cenário-base e ressaltam preferência por ação PNA,https://www.infomoney.com.br/mercados/com-a-privatizacao-ainda-incerta-o-que-os-analistas-do-bofa-e-credit-esperam-para-as-acoes-da-eletrobras/,pt,"com a privatização ainda incerta, o que os analistas do bofa e credit esperam para as ações da eletrobras? || analistas dos dois bancos apontam visão positiva para a ação mesmo sem privatização como cenário-base e ressaltam preferência por ação pna"
N0014762,2020-10-21 17:17:12,2020-10-21T20:17:12,2020-10-22,CAT7_Macro_Energia,MoneyTimes,WP_MoneyTimes,"Dólar fica perto da estabilidade ao fim de sessão volátil e fecha R$ 5,61","O dólar (USDBRL) fechou perto da estabilidade ante o real nesta quarta-feira, ao fim de uma sessão de vaivém em que a moeda oscilou entre altas e baixas, com a divisa mais uma vez deixando de aproveitar o dia positivo para divisas de risco no exterior. O dólar à vista teve variação positiva de 0,09%, […]",https://www.moneytimes.com.br/dolar-fica-perto-da-estabilidade-ao-fim-de-sessao-volatil-e-fecha-r-561/,pt,"dólar fica perto da estabilidade ao fim de sessão volátil e fecha r$ 5,61 || o dólar (usdbrl) fechou perto da estabilidade ante o real nesta quarta-feira, ao fim de uma sessão de vaivém em que a moeda oscilou entre altas e baixas, com a divisa mais uma vez deixando de aproveitar o dia positivo para divisas de risco no exterior. o dólar à vista teve variação positiva de 0,09%, […]"
N0014883,2020-10-28 17:15:41,2020-10-28T20:15:41,2020-10-29,CAT1_Empresa,InfoMoney,WP_InfoMoney,Petrobras muda política para acionistas e abre caminho para se tornar boa pagadora de dividendos,"Analistas avaliam medida como positiva para a empresa que, contudo, segue repercutindo a aversão ao risco do mercado e viu suas ações caírem forte na sessão",https://www.infomoney.com.br/mercados/petrobras-muda-politica-para-acionistas-e-abre-caminho-para-se-tornar-boa-pagadora-de-dividendos/,pt,"petrobras muda política para acionistas e abre caminho para se tornar boa pagadora de dividendos || analistas avaliam medida como positiva para a empresa que, contudo, segue repercutindo a aversão ao risco do mercado e viu suas ações caírem forte na sessão"
N0015139,2020-11-12 20:45:51,2020-11-12T23:45:51,2020-11-13,CAT7_Macro_Energia,MoneyTimes,WP_MoneyTimes,"Terra Santa Agro tem prejuízo de R$ 15,1 mi no 3º tri; Ebitda avança","A Terra Santa Agro registrou prejuízo líquido de 15,1 milhões de reais no terceiro trimestre, ante resultado negativo de 53,34 milhões de reais no mesmo período do ano passado, informou a companhia nesta quinta-feira. Segundo a companhia, o resultado líquido foi influenciado negativamente pela provisão de contingências tributárias e trabalhistas, com impacto negativo de 16,8 […]",https://www.moneytimes.com.br/erra-santa-agro-tem-prejuizo-de-r-151-mi-no-3o-tri-ebitda-avanca/,pt,"terra santa agro tem prejuízo de r$ 15,1 mi no 3º tri; ebitda avança || a terra santa agro registrou prejuízo líquido de 15,1 milhões de reais no terceiro trimestre, ante resultado negativo de 53,34 milhões de reais no mesmo período do ano passado, informou a companhia nesta quinta-feira. segundo a companhia, o resultado líquido foi influenciado negativamente pela provisão de contingências tributárias e trabalhistas, com impacto negativo de 16,8 […]"
N0015189,2020-11-17 17:13:57,2020-11-17T20:13:57,2020-11-18,CAT7_Macro_Energia,MoneyTimes,WP_MoneyTimes,"Dólar cai 2% e fecha na mínima em 2 meses com BC, em dia positivo para Brasil","O dólar fechou na mínima em dois meses frente ao real nesta terça-feira, com a moeda brasileira exibindo o melhor desempenho global nesta sessão, amparada por expectativas de suporte do Banco Central, em meio a um dia amplamente positivo para ativos brasileiros. O dólar à vista caiu 1,96%, a 5,3335 reais na venda, menor patamar […]",https://www.moneytimes.com.br/dolar-cai-2-e-fecha-na-minima-em-2-meses-com-bc-em-dia-positivo-para-brasil/,pt,"dólar cai 2% e fecha na mínima em 2 meses com bc, em dia positivo para brasil || o dólar fechou na mínima em dois meses frente ao real nesta terça-feira, com a moeda brasileira exibindo o melhor desempenho global nesta sessão, amparada por expectativas de suporte do banco central, em meio a um dia amplamente positivo para ativos brasileiros. o dólar à vista caiu 1,96%, a 5,3335 reais na venda, menor patamar […]"
