Ticker,Data,Categoria,Assunto,sigma_est,CAR[0],ABS[0],"CAR[0,+1]","ABS[0,+1]","CAR[-1,+1]","ABS[-1,+1]","CAR[0,+5]","ABS[0,+5]",CAR_padronizado
LIGT3,2023-04-14,Fato Relevante,Alteração de rating - Fitch,0.0385912765680903,-0.011237904775218386,0.011237904775218386,0.007940855634232896,0.015208332592334834,0.0011892527309769127,0.012389422695975217,0.14625790828897176,0.035282200137208716,0.1455000551091473
BRAV3,2023-04-16,Fato Relevante,Aumento de capital por subscrição privada deliberado em RCA,0.029710359863808402,-0.16414842389906187,0.16414842389906187,-0.18342029352596792,0.09171014676298396,-0.18248105715853236,0.0614531766311345,-0.09541311143217715,0.04523791260329311,-4.365404322060396
BBAS3,2023-04-17,Comunicado ao Mercado,Eleição de Diretor,0.017673227125501425,0.0044096415290681016,0.0044096415290681016,0.004192908378347044,0.0023131873398945795,0.02239747597479933,0.007610314092080482,0.01862680184910038,0.003927226394513272,0.16775849289827802
PETR4,2023-04-17,Comunicado ao Mercado,Petrobras sobre notícias divulgadas na mídia,0.023507427329999945,0.020709774156186637,0.020709774156186637,0.046312743105551835,0.023156371552775917,0.06088935454404055,0.020296451514680184,0.07876936603182341,0.014458319285165624,1.3930939462479368
BRAV3,2023-04-17,Comunicado ao Mercado,Esclarecimentos sobre notícia veiculada na mídia,0.029710359863808402,-0.16414842389906187,0.16414842389906187,-0.18342029352596792,0.09171014676298396,-0.18248105715853236,0.0614531766311345,-0.09541311143217715,0.04523791260329311,-4.365404322060396
PETR4,2023-04-17,Comunicado ao Mercado,Petrobras sobre preços do gás natural para distribuidoras,0.023507427329999945,0.020709774156186637,0.020709774156186637,0.046312743105551835,0.023156371552775917,0.06088935454404055,0.020296451514680184,0.07876936603182341,0.014458319285165624,1.3930939462479368
ITUB4,2023-04-17,Comunicado ao Mercado,Convite Reunião Interativa - Resultados do 1º Trimestre 2023,0.013870495415839696,0.0014416356485588188,0.0014416356485588188,8.049330825963012e-05,0.0014013889944290037,0.016960319277719366,0.006560867986105914,0.01899584015799008,0.005274640670622589,0.004103484583941078
LIGT3,2023-04-17,Fato Relevante,Fechamento de transação - Axxiom,0.03855306833731151,0.01909637295877193,0.01909637295877193,0.05029540101944559,0.025147700509722794,0.03896746683241255,0.020541111735492872,0.21373420461475498,0.04283165533712676,0.9224744140255072
PETR4,2023-04-17,Comunicado ao Mercado,Petrobras sobre acordo com a ANP,0.023507427329999945,0.020709774156186637,0.020709774156186637,0.046312743105551835,0.023156371552775917,0.06088935454404055,0.020296451514680184,0.07876936603182341,0.014458319285165624,1.3930939462479368
PETR4,2023-04-17,Comunicado ao Mercado,Petrobras sobre notícias veiculadas na mídia,0.023507427329999945,0.020709774156186637,0.020709774156186637,0.046312743105551835,0.023156371552775917,0.06088935454404055,0.020296451514680184,0.07876936603182341,0.014458319285165624,1.3930939462479368
PETR4,2023-04-17,Comunicado ao Mercado,Notícia divulgada na mídia,0.023507427329999945,0.020709774156186637,0.020709774156186637,0.046312743105551835,0.023156371552775917,0.06088935454404055,0.020296451514680184,0.07876936603182341,0.014458319285165624,1.3930939462479368
BRAV3,2023-04-17,Comunicado ao Mercado,Evento Online,0.029710359863808402,-0.16414842389906187,0.16414842389906187,-0.18342029352596792,0.09171014676298396,-0.18248105715853236,0.0614531766311345,-0.09541311143217715,0.04523791260329311,-4.365404322060396
SUZB3,2023-04-18,Comunicado ao Mercado,Aprovação CADE da aquisição do negócio de tissue da KC no Brasil,0.018763822600013958,0.018624370360162165,0.018624370360162165,0.017515900614523097,0.009866420052900617,0.017524982817872348,0.006580640769716828,-0.05396874478357791,0.015202914250650373,0.6600793648043594
BBAS3,2023-04-18,Comunicado ao Mercado,Emissão Sustainability Bond,0.017674040369540078,-0.00025657974369353823,0.00025657974369353823,0.010520059649538416,0.005516609568462747,0.014899244749486288,0.005137468078957788,0.014877400662145658,0.0033220815498829367,0.4208887928928706
COGN3,2023-04-18,Comunicado ao Mercado,Retificação do BVD,0.025133697335645588,-0.02639140651362378,0.02639140651362378,-0.037089286757022014,0.018544643378511007,-0.02818352536275045,0.015331682717097861,0.017750918058330994,0.015321581928729169,-1.0434631174645292
PETR4,2023-04-18,Comunicado ao Mercado,Notícia divulgada na mídia,0.023518466449128993,0.025819223772420876,0.025819223772420876,0.021731229125477595,0.014953609209682079,0.042604074129047265,0.01692668780764461,0.05922506473825613,0.011233509005357118,0.6533716605792086
