Data_Entrega,Ano,Ticker,Nome_Companhia,Codigo_CVM,Categoria,Tipo,Especie,Assunto,Protocolo_Entrega,Link_Download
2025-03-21,2025,HYPE3,HYPERA S/A,21431,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,,Apresentação 4T24,021431IPE210320250104573705-73,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1349679&numSequencia=874405&numVersao=1
2025-03-21,2025,BRAV3,BRAVA ENERGIA S.A.,25291,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,,Apresentação Divulgação de Resultados 4T24 &amp 2024,025291IPE210320250104573711-74,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1350110&numSequencia=874836&numVersao=1
2025-03-21,2025,MRFG3,MARFRIG GLOBAL FOODS SA,20788,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Renúncia do Heraldo - Diretor Jurídico Estatutário,020788IPE210320250104573710-33,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1349879&numSequencia=874605&numVersao=1
2025-03-21,2025,SLCE3,SLC AGRICOLA SA,20745,Fato Relevante,,,Aquisição da participação da Joint Venture SLC MIT da Mitsui,020745IPE210320250104573706-13,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1349678&numSequencia=874404&numVersao=1
2025-03-21,2025,VIVT3,TELEFÔNICA BRASIL S.A.,17671,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Closing i2GO,017671IPE210320250104573712-43,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1350212&numSequencia=874938&numVersao=1
2025-03-21,2025,BRFS3,BRF S.A.,16292,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Alteração Estrutura Organizacional,016292IPE210320250104573710-88,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1349891&numSequencia=874617&numVersao=1
2025-03-21,2025,EGIE3,ENGIE BRASIL ENERGIA S.A.,17329,Fato Relevante,,,Assinatura de contrato para aquisição de ativos hidrelétricos,017329IPE210320250104573711-93,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1350164&numSequencia=874890&numVersao=1
2025-03-21,2025,RDOR3,REDE D'OR SÃO LUIZ S.A.,24821,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Distribuição de Juros Sobre Capital Próprio,024821IPE210320250104573711-16,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1349998&numSequencia=874724&numVersao=1
2025-03-21,2025,RENT3,LOCALIZA RENT A CAR SA,19739,Fato Relevante,,,Declaração de juros sobre capital próprio e Incorporação da Localiza Franchising Brasil S.A.,019739IPE210320250104573712-03,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1350150&numSequencia=874876&numVersao=1
2025-03-21,2025,MRFG3,MARFRIG GLOBAL FOODS SA,20788,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Aquisição MFG,020788IPE210320250104573705-78,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1349681&numSequencia=874407&numVersao=1
2025-03-21,2025,UGPA3,ULTRAPAR PARTICIPAÇÕES SA,18465,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Política Corporativa Anticorrupção,018465IPE170320220204463811-70,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1350006&numSequencia=874732&numVersao=2
2025-03-24,2025,VIVT3,TELEFÔNICA BRASIL S.A.,17671,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Confirmação do valor por ação do JSCP deliberado em 13/03/2025,017671IPE240320250104574011-02,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1350659&numSequencia=875385&numVersao=1
2025-03-24,2025,BBSE3,BB SEGURIDADE PARTICIPAÇÕES S.A.,23159,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,,Notícia Divulgada na Mídia,023159IPE240320250104574011-42,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1350684&numSequencia=875410&numVersao=1
2025-03-24,2025,LIGT3,LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL,19879,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,,Negociações atípicas de valores mobiliários,019879IPE240320250104574011-84,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1350775&numSequencia=875501&numVersao=1
2025-03-24,2025,ENGI11,ENERGISA SA,15253,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,"Boletim de Relações com Investidores, base fevereiro 2025",015253IPE240320250104574011-37,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1350671&numSequencia=875397&numVersao=1
2025-03-24,2025,PETR4,PETRÓLEO BRASILEIRO S.A. - PETROBRAS,9512,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Petrobras informa sobre resultado de poço exploratório no pré-sal da Bacia de Campos,009512IPE240320250104574012-10,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1350786&numSequencia=875512&numVersao=1
2025-03-24,2025,BRKM5,BRASKEM S.A.,4820,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Braskem comunica a respeito de notícias veiculadas na mídia,004820IPE240320250104574006-44,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1350339&numSequencia=875065&numVersao=1
2025-03-24,2025,HYPE3,HYPERA S/A,21431,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Mudança do Diretor responsável pela área de Relações com Investidores da Companhia,021431IPE240320220204574014-20,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1350869&numSequencia=875595&numVersao=2
2025-03-24,2025,GOLL4,GOL LINHAS AEREAS INTELIGENTES SA,19569,Fato Relevante,,,GOL anuncia compromisso de financiamento,019569IPE240320250104574005-27,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1350296&numSequencia=875022&numVersao=1
2025-03-24,2025,VALE3,VALE S.A.,4170,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,"Vale anuncia encerramento e resultado final das ofertas de aquisição  de bonds com vencimento em 2034, 2039 e 2036",004170IPE240320250104574013-42,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1350834&numSequencia=875560&numVersao=1
2025-03-24,2025,AZUL4,AZUL S.A.,24112,Fato Relevante,,,Potencial Oferta Publica de Acoes Preferenciais,024112IPE240320250104574005-92,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1350316&numSequencia=875042&numVersao=1
2025-03-24,2025,OIBR3,OI S.A. - EM RECUPERAÇÃO JUDICIAL,11312,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Capitalização de juros,011312IPE240320250104574005-88,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1350320&numSequencia=875046&numVersao=1
2025-03-25,2025,PETR4,PETRÓLEO BRASILEIRO S.A. - PETROBRAS,9512,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Petrobras informa sobre indicação de novo suplente para a eleição do Conselho Fiscal,009512IPE250320250104574111-07,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1351224&numSequencia=875950&numVersao=1
2025-03-25,2025,PETR4,PETRÓLEO BRASILEIRO S.A. - PETROBRAS,9512,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Petrobras esclarece sobre processo de licitação para embarcações,009512IPE250320250104574112-10,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1351432&numSequencia=876158&numVersao=1
2025-03-25,2025,RAIL3,RUMO S.A.,17450,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Divulgação Relatório de Sustentabilidade 2024,017450IPE250320250104574112-28,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1351415&numSequencia=876141&numVersao=1
2025-03-25,2025,AZUL4,AZUL S.A.,24112,Fato Relevante,,,Azul Comunica Relatório de  Classificação de Risco pela Fitch Ratings,024112IPE250320250104574112-22,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1351399&numSequencia=876125&numVersao=1
2025-03-25,2025,NTCO3,NATURA & CO HOLDING S.A.,24783,Fato Relevante,,,Incorporação da Natura &ampCo Holding S.A.,024783IPE250320250204574113-72,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1351592&numSequencia=876318&numVersao=2
2025-03-25,2025,SLCE3,SLC AGRICOLA SA,20745,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Participação de executivos em mídias sociais,020745IPE250320250104574111-31,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1351215&numSequencia=875941&numVersao=1
2025-03-25,2025,SBSP3,CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO,14443,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,,Apresentação Call 4T24,014443IPE250320250104574107-92,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1351044&numSequencia=875770&numVersao=1
2025-03-25,2025,HYPE3,HYPERA S/A,21431,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Mudança do Diretor responsável pela área de Relações com Investidores da Companhia,021431IPE240320250104574111-30,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1351244&numSequencia=875970&numVersao=1
2025-03-25,2025,CPFE3,CPFL ENERGIA SA,18660,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,"celebração de contrato de financiamento com o NDB, banco dos BRICS",018660IPE250320250204574107-04,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1351023&numSequencia=875749&numVersao=2
2025-03-25,2025,OIBR3,OI S.A. - EM RECUPERAÇÃO JUDICIAL,11312,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Divulgação de Alienação de participação acionária relevante,011312IPE250320250104574111-90,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1351293&numSequencia=876019&numVersao=1
2025-03-25,2025,NTCO3,NATURA COSMETICOS SA,19550,Fato Relevante,,,Incorporação da Natura &ampCo,019550IPE250320250104574114-31,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1351595&numSequencia=876321&numVersao=1
2025-03-25,2025,EGIE3,ENGIE BRASIL ENERGIA S.A.,17329,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Reafirmação Ratings - Fitch Ratings,017329IPE250320250104574112-43,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1351407&numSequencia=876133&numVersao=1
2025-03-26,2025,TOTS3,TOTVS S.A,19992,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,,Apresentação Institucional - Março de 2025,019992IPE260320250104574211-72,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1352153&numSequencia=876879&numVersao=1
2025-03-26,2025,SMTO3,SÃO MARTINHO SA,20516,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Incidente na Unidade Iracema,020516IPE260320250104574205-91,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1351758&numSequencia=876484&numVersao=1
2025-03-26,2025,RENT3,LOCALIZA RENT A CAR SA,19739,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Juros sobre o capital próprio valor por ação,019739IPE260320250104574211-47,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1352103&numSequencia=876829&numVersao=1
2025-03-26,2025,PSSA3,PORTO SEGURO SA,16659,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Renúncia de Membro independente do CA,016659IPE260320250104574206-11,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1351761&numSequencia=876487&numVersao=1
2025-03-26,2025,MULT3,MULTIPLAN - EMPREEND IMOBILIARIOS S.A.,20982,Fato Relevante,,,Declaração de Juros sobre o Capital Próprio,020982IPE260320250104574211-79,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1352158&numSequencia=876884&numVersao=1
2025-03-26,2025,PETR4,PETRÓLEO BRASILEIRO S.A. - PETROBRAS,9512,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Esclarecimento Braskem,009512IPE260320250104574207-84,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1351876&numSequencia=876602&numVersao=1
2025-03-26,2025,NTCO3,NATURA & CO HOLDING S.A.,24783,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Natura &ampCo Contrata Citigroup para Recompra de Ações,024783IPE260320250104574211-33,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1352102&numSequencia=876828&numVersao=1
2025-03-26,2025,ASAI3,SENDAS DISTRIBUIDORA S.A.,25372,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Webinar Proposta de Administração  2025,025372IPE260320250104574200-12,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1351616&numSequencia=876342&numVersao=1
2025-03-26,2025,OIBR3,OI S.A. - EM RECUPERAÇÃO JUDICIAL,11312,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,,Apresentação de Resultados 4T24,011312IPE260320250104574211-99,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1352216&numSequencia=876942&numVersao=1
2025-03-27,2025,LIGT3,LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL,19879,Fato Relevante,,,Ratificação da Solicitação da Prorrogação da Concessão da Light SESA,019879IPE270320250104574313-40,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1352972&numSequencia=877698&numVersao=1
2025-03-27,2025,HYPE3,HYPERA S/A,21431,Fato Relevante,,,"Celebração de Acordo de Votos para a AGO 2025||Celebração, Alteração ou Rescisão de Acordo de Acionistas",021431IPE180320250204573412-48,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1352869&numSequencia=877595&numVersao=2
2025-03-27,2025,TIMS3,TIM S.A.,24929,Fato Relevante,,,Reverse Split and Split Operations,024929IPE270320250104574313-17,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1352947&numSequencia=877673&numVersao=1
2025-03-27,2025,CVCB3,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS SA,23310,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,,Apresentação de resultados 4T24,023310IPE270320250104574307-29,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1352470&numSequencia=877196&numVersao=1
2025-03-27,2025,PETR4,PETRÓLEO BRASILEIRO S.A. - PETROBRAS,9512,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Petrobras amplia capacidade de processamento da RNEST com conclusão de obras do Trem 1,009512IPE270320250104574310-57,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1352651&numSequencia=877377&numVersao=1
2025-03-27,2025,CYRE3,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,14460,Comunicado ao Mercado,"Instalação, mudança ou dissolução do Comitê de Auditoria Estatutário",,Mudança na composição do comitê de auditoria estatutário,014460IPE270320250104574311-29,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1352746&numSequencia=877472&numVersao=1
2025-03-27,2025,TIMS3,TIM S.A.,24929,Fato Relevante,,,Operação de Grupamento e Desdobramento,024929IPE270320250104574313-27,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1352943&numSequencia=877669&numVersao=1
2025-03-27,2025,ELET3,ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR,15784,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,ADIAMENTO DA PUBLICAÇÃO DAS DEMONSTRAÇÕES FINANCEIRAS DO EXERCICIO ENCERRADO EM 31/12/2024,015784IPE270320250104574311-04,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1352770&numSequencia=877496&numVersao=1
2025-03-27,2025,BRKM5,BRASKEM S.A.,4820,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,,Negociações atípicas de valores mobiliários,004820IPE270320250104574311-79,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1352808&numSequencia=877534&numVersao=1
2025-03-27,2025,BBSE3,BB SEGURIDADE PARTICIPAÇÕES S.A.,23159,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,,Apresentação Institucional 2024,023159IPE270320250104574310-08,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1352603&numSequencia=877329&numVersao=1
2025-03-27,2025,PETR4,PETRÓLEO BRASILEIRO S.A. - PETROBRAS,9512,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Petrobras informa sobre Diretor Executivo de Transição Energética e Sustentabilidade,009512IPE270320250104574312-94,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1352959&numSequencia=877685&numVersao=1
2025-03-27,2025,BPAC11,BANCO BTG PACTUAL S/A,22616,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Troca do Escriturador,022616IPE270320250104574311-50,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1352851&numSequencia=877577&numVersao=1
2025-03-28,2025,ASAI3,SENDAS DISTRIBUIDORA S.A.,25372,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,"Comunicado representação de BVD para exclusão da deliberação nº 15, coformeo solicitado pela CVM",025372IPE280320250104574411-03,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1353690&numSequencia=878416&numVersao=1
2025-03-28,2025,GOLL4,GOL LINHAS AEREAS INTELIGENTES SA,19569,Fato Relevante,,,GOL Atualiza Projeções Financeiras para 2025,019569IPE280320250104574405-38,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1353103&numSequencia=877829&numVersao=1
2025-03-28,2025,VALE3,VALE S.A.,4170,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Vale arquiva relatório anual Form 20-F de 2024,004170IPE280320250104574413-22,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1354092&numSequencia=878818&numVersao=1
2025-03-28,2025,AZUL4,AZUL S.A.,24112,Fato Relevante,,,Azul Anuncia Data de Emissão de Ações para Arrendadores,024112IPE280320250104574405-60,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1353092&numSequencia=877818&numVersao=1
2025-03-28,2025,ELET3,ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR,15784,Fato Relevante,,,INCORPORAÇÃO DA ELETROPAR POR ELETROBRAS,015784IPE280320250104574406-03,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1353157&numSequencia=877883&numVersao=1
2025-03-28,2025,CPFE3,CPFL ENERGIA SA,18660,Fato Relevante,,,"Renovação das Concessões da CPFL Paulista, CPFL Piratininga e RGE - Rito antecipado - Confirmação envio ANEEL",018660IPE280320250104574411-39,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1353676&numSequencia=878402&numVersao=1
2025-03-28,2025,CPFE3,CPFL ENERGIA SA,18660,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Diretrizes de Governança Corporativa,018660IPE200320250104574406-24,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1353185&numSequencia=877911&numVersao=1
2025-03-28,2025,LIGT3,LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL,19879,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,,Apresentação dos resultados do 4T24,019879IPE280320250104574407-18,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1353228&numSequencia=877954&numVersao=1
2025-03-28,2025,BPAC11,BANCO BTG PACTUAL S/A,22616,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Conclusão de Aquisição de Participação,022616IPE280320250104574405-37,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1353075&numSequencia=877801&numVersao=1
2025-03-28,2025,PETR4,PETRÓLEO BRASILEIRO S.A. - PETROBRAS,9512,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Petrobras informa sobre nomeação de Conselheiro de Administração,009512IPE280320250104574411-61,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1353758&numSequencia=878484&numVersao=1
2025-03-28,2025,CPFE3,CPFL ENERGIA SA,18660,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Venda da Participação na Epasa,018660IPE280320250104574412-54,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1354066&numSequencia=878792&numVersao=1
2025-03-30,2025,AZUL4,AZUL S.A.,24112,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Alteração do Calendário de Eventos Corporativos,024112IPE300320250104574614-34,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1354291&numSequencia=879017&numVersao=1
2025-03-31,2025,BEEF3,MINERVA S/A,20931,Fato Relevante,,,Ratificação da Aquisição da Fortunceres,020931IPE310320250304574712-11,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1355107&numSequencia=879833&numVersao=3
2025-03-31,2025,TIMS3,TIM S.A.,24929,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Arquivamento do Form 20-F 2024,024929IPE310320250104574713-27,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1355280&numSequencia=880006&numVersao=1
2025-03-31,2025,ITUB4,ITAÚ UNIBANCO HOLDING S.A.,19348,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Gerenciamento de Riscos - Pilar 3 (4T24),019348IPE050220250204577911-31,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1354882&numSequencia=879608&numVersao=2
2025-03-31,2025,BEEF3,MINERVA S/A,20931,Fato Relevante,,,Proposta de criação do 2º Plano Matching,020931IPE310320250204574712-12,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1355105&numSequencia=879831&numVersao=2
